Target relationship: patient_chronotype -> cluster
Model Formula: Formula(cluster ~ age + patient_chronotype + sex + sri + (1|id))

                        mean     sd  hdi_3%  hdi_97%  mcse_mean  mcse_sd   ess_bulk  ess_tail  r_hat
1|id[2, 1771]          0.281  0.598  -0.866    1.405      0.005    0.008  16009.311  5022.792  1.000
1|id[2, 1772]         -0.403  0.716  -1.726    0.968      0.006    0.009  16859.442  5773.213  1.002
1|id[2, 1773]         -0.575  0.665  -1.863    0.646      0.006    0.009  14012.236  5879.554  1.000
1|id[2, 1775]          0.450  0.618  -0.794    1.580      0.005    0.008  17712.022  5723.078  1.000
1|id[2, 1781]         -0.560  0.668  -1.830    0.657      0.005    0.009  17561.888  6121.799  1.001
1|id[2, 1788]          0.022  0.674  -1.257    1.253      0.005    0.009  15116.913  5692.323  1.000
1|id[2, 1791]          0.071  0.591  -0.995    1.228      0.005    0.008  14926.150  5498.263  1.001
1|id[2, 1800]         -0.649  0.650  -1.874    0.559      0.005    0.009  15889.190  5490.949  1.001
1|id[2, 1801]         -0.173  0.633  -1.319    1.071      0.005    0.009  16517.003  6205.828  1.000
1|id[2, 1802]          1.033  0.582  -0.055    2.119      0.004    0.008  17420.390  6233.338  1.000
1|id[2, 1803]          0.088  0.627  -1.086    1.267      0.005    0.008  14146.214  5500.243  1.001
1|id[2, 1804]          0.080  0.673  -1.188    1.351      0.005    0.008  16205.892  6064.890  1.001
1|id[2, 1805]         -0.927  0.633  -2.117    0.249      0.005    0.009  16958.167  5765.872  1.000
1|id[2, 1806]         -0.564  0.668  -1.851    0.675      0.005    0.009  18803.126  5049.104  1.001
1|id[2, 1808]         -0.570  0.661  -1.799    0.659      0.005    0.009  16139.003  5883.469  1.001
1|id[2, 1809]         -0.583  0.654  -1.789    0.675      0.005    0.009  17844.337  5700.984  1.001
1|id[2, 1810]          0.119  0.614  -1.066    1.247      0.005    0.007  14751.222  6170.008  1.001
1|id[2, 1811]         -0.264  0.638  -1.497    0.885      0.005    0.008  16220.606  5716.585  1.001
1|id[2, 1812]         -0.668  0.658  -1.891    0.589      0.005    0.008  15961.870  5320.288  1.001
1|id[2, 1813]          0.582  0.580  -0.518    1.690      0.005    0.007  16329.669  5725.197  1.000
1|id[2, 1814]          0.544  0.596  -0.557    1.705      0.005    0.007  16285.508  6162.872  1.000
1|id[2, 1815]          0.872  0.573  -0.198    1.943      0.005    0.007  15132.001  6188.546  1.001
1|id[2, 1816]         -0.345  0.619  -1.523    0.798      0.005    0.008  17830.187  5931.180  1.000
1|id[2, 1817]         -0.486  0.654  -1.731    0.717      0.005    0.008  15884.351  6127.548  1.001
1|id[2, 1818]          0.745  0.650  -0.395    2.024      0.005    0.009  16229.299  5676.755  1.000
1|id[2, 1820]          0.576  0.611  -0.548    1.737      0.005    0.008  14359.336  5586.726  1.000
1|id[2, 1821]         -0.425  0.718  -1.776    0.927      0.006    0.011  14577.945  4874.814  1.002
1|id[2, 1822]         -0.660  0.652  -1.911    0.529      0.005    0.008  17444.920  5815.717  1.001
1|id[2, 1823]          0.731  0.602  -0.411    1.828      0.005    0.007  16002.810  6273.519  1.000
1|id[2, 1824]         -0.580  0.664  -1.877    0.613      0.005    0.008  15460.680  5648.029  1.000
1|id[2, 1825]         -0.183  0.643  -1.363    1.049      0.005    0.008  16940.207  6330.198  1.001
1|id[2, 1826]         -0.425  0.694  -1.721    0.856      0.005    0.009  20983.472  5645.646  1.001
1|id[2, 1827]          0.203  0.619  -0.972    1.341      0.005    0.008  16319.938  5923.975  1.001
1|id[2, 1828]         -0.226  0.635  -1.395    0.948      0.005    0.008  17117.688  5816.933  1.001
1|id[2, 1829]         -0.129  0.630  -1.307    1.067      0.005    0.008  16823.361  5990.447  1.000
1|id[2, 1830]          0.472  0.617  -0.661    1.637      0.005    0.007  16202.831  6032.067  1.000
1|id[2, 1832]         -0.469  0.699  -1.788    0.835      0.005    0.009  18833.987  5711.050  1.001
1|id[2, 1833]         -0.405  0.724  -1.725    1.010      0.005    0.009  20469.849  5818.588  1.000
1|id[2, 1834]         -0.362  0.638  -1.551    0.869      0.005    0.009  18197.602  5316.320  1.000
1|id[2, 1835]          0.175  0.695  -1.089    1.517      0.005    0.010  18793.080  5238.000  1.002
1|id[2, 1836]         -0.451  0.706  -1.830    0.824      0.005    0.009  18496.551  6133.413  1.000
1|id[2, 1837]         -0.410  0.612  -1.539    0.744      0.005    0.008  18610.949  5799.587  1.001
1|id[2, 1838]          0.676  0.603  -0.539    1.746      0.005    0.008  17771.627  6026.439  1.000
1|id[2, 1840]         -0.661  0.650  -1.889    0.559      0.005    0.008  17231.003  6119.120  1.000
1|id[2, 1844]          0.727  0.638  -0.484    1.904      0.005    0.009  17313.007  5521.237  1.000
1|id[2, 1847]          0.267  0.624  -0.857    1.479      0.005    0.008  14862.473  6107.174  1.000
1|id[2, 1848]          0.117  0.637  -1.096    1.273      0.005    0.008  17340.602  5803.631  1.001
1|id[2, 1850]          0.101  0.686  -1.198    1.361      0.005    0.009  20680.605  5520.110  1.001
1|id[2, 1852]          0.061  0.679  -1.216    1.317      0.005    0.009  16391.491  5777.062  1.001
1|id[2, 1878]          1.539  0.576   0.402    2.587      0.005    0.007  16035.686  5680.178  1.000
1|id[2, 1879]          0.156  0.637  -1.001    1.376      0.005    0.008  17747.292  6081.887  1.000
1|id[2, 1880]         -0.506  0.682  -1.785    0.770      0.006    0.009  15395.628  5698.237  1.002
1|id[2, 1886]         -0.337  0.698  -1.645    0.994      0.005    0.009  17520.135  6209.413  1.001
1|id[2, 1887]          0.922  0.599  -0.173    2.054      0.005    0.007  15104.706  6040.039  1.001
1|id[2, 1890]         -0.235  0.654  -1.423    1.041      0.005    0.008  18799.196  5506.428  1.001
1|id[2, 1891]          0.456  0.603  -0.692    1.578      0.005    0.007  15231.749  6639.166  1.002
1|id[2, 1903]         -0.262  0.632  -1.463    0.911      0.005    0.008  17969.191  5558.029  1.000
1|id[2, 1906]         -0.666  0.661  -1.877    0.579      0.005    0.009  17481.880  5340.973  1.000
1|id[2, 1909]          0.051  0.574  -1.008    1.137      0.004    0.008  17021.230  5951.396  1.000
1|id[2, 1911]         -0.243  0.641  -1.410    1.005      0.005    0.008  16320.589  6459.032  1.001
1|id[2, 1914]         -0.170  0.760  -1.606    1.237      0.006    0.010  17852.799  5246.184  1.000
1|id[2, 1915]          0.468  0.587  -0.616    1.574      0.004    0.008  17407.049  5721.244  1.001
1|id[2, 1916]          0.434  0.606  -0.663    1.588      0.005    0.008  16014.830  5618.426  1.000
1|id[2, 1940]         -0.353  0.692  -1.651    0.976      0.005    0.009  16590.780  5625.844  1.000
1|id[2, 1942]          0.220  0.600  -0.873    1.401      0.005    0.008  15840.296  5845.947  1.000
1|id[2, 1947]         -0.107  0.662  -1.372    1.118      0.005    0.009  17133.378  5765.026  1.000
1|id[2, 1948]         -0.551  0.655  -1.751    0.737      0.005    0.009  16908.369  5411.308  1.000
1|id[2, 1950]          0.876  0.599  -0.258    2.004      0.005    0.008  16240.780  5822.513  1.002
1|id[2, 1955]          0.401  0.592  -0.797    1.434      0.005    0.007  16352.253  5583.878  1.000
1|id[2, 1956]         -0.038  0.598  -1.139    1.106      0.005    0.007  15328.133  5905.631  1.000
1|id[2, 1962]          0.457  0.649  -0.747    1.685      0.005    0.008  15478.314  5757.297  1.001
1|id[2, 1963]         -0.665  0.652  -1.891    0.552      0.005    0.009  17475.577  5281.390  1.000
1|id[2, 1975]         -0.554  0.675  -1.785    0.731      0.005    0.009  15609.140  5437.531  1.000
1|id[2, 1976]         -0.013  0.681  -1.266    1.343      0.005    0.009  17052.321  5545.090  1.002
1|id[2, 1977]         -0.206  0.603  -1.308    0.960      0.005    0.008  17432.981  6274.512  1.001
1|id[2, 1978]         -0.416  0.631  -1.608    0.774      0.005    0.008  17188.176  5551.428  1.000
1|id[2, 1980]          0.667  0.716  -0.671    2.008      0.006    0.010  16333.646  5594.116  1.000
1|id[2, 1983]          0.190  0.625  -0.976    1.370      0.005    0.009  18027.945  5513.757  1.001
1|id[2, 1984]          0.534  0.621  -0.571    1.752      0.005    0.007  15222.287  6224.561  1.001
1|id[2, 1986]         -0.175  0.756  -1.507    1.301      0.006    0.010  16473.297  5389.777  1.001
1|id[2, 1999]          0.677  0.621  -0.435    1.883      0.005    0.008  16922.866  5702.959  1.000
1|id[2, 2002]         -0.000  0.669  -1.240    1.242      0.006    0.009  14540.831  5564.524  1.000
1|id[2, 2003]         -0.672  0.649  -1.869    0.574      0.005    0.008  16966.299  6200.702  1.000
1|id[2, 2009]          0.388  0.582  -0.680    1.487      0.005    0.007  16544.800  6249.161  1.001
1|id[2, 2010]         -0.704  0.664  -1.994    0.493      0.005    0.009  15208.055  5309.301  1.001
1|id[2, 2011]          0.452  0.594  -0.622    1.601      0.005    0.008  15137.779  5998.637  1.000
1|id[2, 2012]          1.233  0.568   0.232    2.352      0.005    0.007  15086.607  5504.085  1.001
1|id[2, 2015]         -0.226  0.638  -1.375    0.992      0.005    0.008  14849.729  5554.091  1.002
1|id[2, 2020]          0.301  0.718  -1.006    1.689      0.006    0.010  16640.036  5182.183  1.000
1|id[2, 2023]          0.082  0.708  -1.226    1.429      0.005    0.009  18007.595  5890.535  1.001
1|id[2, 2026]         -0.601  0.674  -1.866    0.674      0.005    0.009  17471.136  5487.442  1.001
1|id[2, 2028]         -0.275  0.634  -1.454    0.942      0.005    0.008  16724.279  5679.139  1.002
1|id[2, 2029]         -0.041  0.665  -1.291    1.259      0.005    0.008  17250.157  5595.678  1.000
1|id[2, 2042]          0.581  0.625  -0.668    1.704      0.005    0.008  19093.597  5781.448  1.000
1|id[2, 2043]          0.155  0.605  -0.994    1.302      0.005    0.008  17346.469  5683.927  1.001
1|id[2, 2044]          0.157  0.619  -0.977    1.356      0.005    0.009  16138.411  5319.382  1.000
1|id[2, 2046]          0.395  0.651  -0.823    1.625      0.005    0.009  15970.108  5425.946  1.001
1|id[2, 2049]         -0.034  0.666  -1.248    1.241      0.005    0.008  16244.188  6081.007  1.000
1|id[2, 2054]         -0.558  0.674  -1.786    0.737      0.005    0.009  16231.625  5761.724  1.000
1|id[2, 2056]          0.397  0.636  -0.781    1.605      0.005    0.008  14373.726  5734.820  1.001
1|id[2, 2057]          0.548  0.549  -0.456    1.595      0.004    0.007  15624.602  6093.332  1.000
1|id[2, 2060]          0.850  0.579  -0.224    1.969      0.005    0.008  15147.558  5606.724  1.003
1|id[2, 2063]          0.543  0.625  -0.593    1.740      0.005    0.008  17397.874  6091.454  1.000
1|id[2, 2064]         -0.241  0.642  -1.456    0.948      0.005    0.008  16867.570  5724.107  1.000
1|id[2, 2065]         -0.313  0.624  -1.488    0.860      0.005    0.008  16532.557  5463.383  1.000
1|id[2, 2066]         -0.398  0.707  -1.708    0.939      0.005    0.009  16986.280  5825.935  1.002
1|id[2, 2067]          0.507  0.668  -0.742    1.769      0.005    0.009  17707.311  5880.509  1.000
1|id[2, 2070]          0.019  0.672  -1.229    1.298      0.005    0.009  19914.870  5693.376  1.001
1|id[2, 2079]          1.037  0.564  -0.014    2.123      0.005    0.007  15479.196  5650.465  1.001
1|id[2, 2080]         -0.294  0.732  -1.632    1.119      0.005    0.010  18722.213  5245.296  1.001
1|id[2, 2097]          0.062  0.665  -1.162    1.324      0.005    0.008  16858.788  5453.562  1.000
1|id[2, 2102]         -0.376  0.621  -1.518    0.800      0.005    0.008  18469.708  5625.122  1.001
1|id[2, 2103]          0.732  0.598  -0.431    1.849      0.005    0.007  15761.097  6492.749  1.000
1|id[2, 2105]         -0.293  0.610  -1.425    0.851      0.005    0.008  15999.973  5681.959  1.002
1|id[2, 2117]         -0.027  0.680  -1.387    1.186      0.005    0.009  17328.281  5717.358  1.001
1|id[2, 2124]         -0.107  0.641  -1.283    1.122      0.005    0.009  17540.466  5524.754  1.002
1|id[2, 2125]         -0.117  0.654  -1.356    1.103      0.005    0.009  17531.821  5588.948  1.001
1|id[2, 2126]          0.963  0.602  -0.171    2.053      0.004    0.008  18405.670  5447.178  1.001
1|id[2, 2129]         -0.249  0.637  -1.469    0.917      0.005    0.008  18461.878  5482.587  1.001
1|id[2, 2131]         -0.138  0.642  -1.346    1.092      0.005    0.008  14931.691  6184.004  1.000
1|id[2, 2137]         -0.171  0.647  -1.375    1.047      0.005    0.008  15744.589  5917.417  1.001
1|id[2, 2138]         -0.156  0.645  -1.325    1.090      0.005    0.008  16523.168  5853.498  1.000
1|id[2, 2139]         -0.260  0.628  -1.440    0.907      0.005    0.009  16757.537  5234.037  1.001
1|id[2, 2144]          0.138  0.685  -1.171    1.402      0.005    0.009  18282.288  5836.595  1.001
1|id[2, 2146]          0.235  0.621  -0.938    1.394      0.005    0.008  15965.089  5766.865  1.001
1|id[2, 2148]         -0.055  0.591  -1.198    1.044      0.004    0.008  17339.791  5362.311  1.001
1|id[2, 2149]         -0.020  0.666  -1.268    1.247      0.005    0.008  16008.005  6157.717  1.001
1|id[2, 2151]          0.061  0.613  -1.052    1.243      0.005    0.008  18305.175  5409.597  1.001
1|id[2, 2152]          0.202  0.622  -0.974    1.342      0.005    0.008  17790.341  6345.751  1.001
1|id[2, 2153]         -0.291  0.632  -1.506    0.855      0.005    0.009  16366.945  5578.762  1.000
1|id[2, 2154]          0.123  0.691  -1.171    1.408      0.005    0.009  16055.336  5685.262  1.000
1|id[2, 2155]         -0.026  0.658  -1.270    1.165      0.005    0.008  15062.947  5255.402  1.000
1|id[2, 2157]         -0.115  0.760  -1.504    1.369      0.006    0.011  18007.431  5273.502  1.000
1|id[2, 2158]         -0.387  0.719  -1.789    0.907      0.006    0.009  17005.409  5981.318  1.001
1|id[2, 2159]         -0.528  0.684  -1.815    0.770      0.005    0.009  16760.360  5810.837  1.000
1|id[2, 2160]         -0.527  0.670  -1.740    0.781      0.005    0.009  17786.903  5845.444  1.000
1|id[2, 2162]         -0.233  0.739  -1.660    1.120      0.006    0.010  15113.142  5292.863  1.001
1|id[2, 2167]          0.198  0.600  -0.961    1.304      0.004    0.008  18946.695  5434.037  1.001
1|id[2, 2168]         -0.211  0.640  -1.367    1.033      0.005    0.009  17497.997  5083.257  1.002
1|id[2, 2171]         -0.396  0.696  -1.716    0.875      0.005    0.008  18216.175  6269.247  1.000
1|id[2, 2176]         -0.313  0.631  -1.481    0.860      0.005    0.008  15949.263  5671.994  1.001
1|id[2, 2178]          0.166  0.611  -0.986    1.307      0.004    0.008  18591.835  6316.577  1.000
1|id[2, 2179]          0.678  0.607  -0.484    1.779      0.005    0.008  14902.234  5940.314  1.000
1|id[2, 2181]          0.427  0.598  -0.732    1.538      0.005    0.008  15875.469  5829.275  1.000
1|id[2, 2183]          0.950  0.622  -0.261    2.081      0.005    0.007  15504.106  6061.025  1.001
1|id[2, 2188]          0.510  0.606  -0.678    1.587      0.004    0.008  18231.747  6286.100  1.000
1|id[2, 2189]         -0.495  0.670  -1.778    0.710      0.005    0.009  18707.517  5265.008  1.000
1|id[2, 2191]         -0.609  0.670  -1.845    0.675      0.005    0.009  18472.354  5476.487  1.001
1|id[2, 2193]         -0.355  0.619  -1.502    0.823      0.005    0.008  15697.391  5415.066  1.002
1|id[2, 2197]         -0.650  0.644  -1.895    0.496      0.005    0.008  15384.023  6053.111  1.001
1|id[2, 2201]         -0.277  0.644  -1.530    0.889      0.005    0.008  19177.774  5806.632  1.001
1|id[2, 2202]          0.508  0.578  -0.525    1.640      0.005    0.007  15927.457  6098.808  1.001
1|id[2, 2203]          0.198  0.692  -1.099    1.477      0.005    0.009  17140.691  5494.741  1.000
1|id[2, 2204]          0.533  0.561  -0.504    1.586      0.004    0.007  16286.031  5748.953  1.000
1|id[2, 2205]          0.793  0.593  -0.309    1.935      0.005    0.007  16084.018  6177.617  1.000
1|id[2, 2216]          0.705  0.586  -0.449    1.780      0.004    0.007  17847.701  6070.565  1.000
1|id[2, 2217]         -0.750  0.647  -1.979    0.425      0.006    0.009  13720.600  5923.550  1.001
1|id[2, 2218]          0.016  0.660  -1.245    1.209      0.006    0.008  14288.982  5759.713  1.001
1|id[2, 2220]         -0.006  0.613  -1.189    1.099      0.005    0.007  15527.126  6427.929  1.001
1|id[2, 2222]         -0.419  0.703  -1.696    0.973      0.006    0.010  16452.278  5347.822  1.001
1|id[2, 2225]         -0.411  0.613  -1.627    0.680      0.005    0.008  16009.071  5932.105  1.000
1|id[2, 2226]         -0.246  0.733  -1.557    1.215      0.006    0.010  16974.882  5336.815  1.000
1|id[2, 2228]         -0.444  0.703  -1.808    0.844      0.006    0.009  16215.977  6331.150  1.000
1|id[2, 2231]          0.668  0.575  -0.407    1.737      0.005    0.007  14532.309  5735.623  1.000
1|id[2, 2232]          0.817  0.582  -0.296    1.890      0.005    0.008  16308.897  6313.237  1.000
1|id[2, 2233]         -0.078  0.603  -1.210    1.059      0.005    0.008  17285.665  6067.729  1.000
1|id[2, 2234]          0.105  0.712  -1.202    1.486      0.005    0.011  20226.576  5142.776  1.001
1|id[2, 2236]         -0.256  0.619  -1.424    0.909      0.005    0.008  17399.774  5727.414  1.001
1|id[2, 2237]          0.396  0.585  -0.694    1.514      0.005    0.007  16199.585  6480.025  1.001
1|id[2, 2238]         -0.567  0.668  -1.844    0.642      0.005    0.009  17384.390  5861.271  1.001
1|id[2, 2239]          0.449  0.617  -0.678    1.640      0.005    0.008  16163.349  5749.522  1.000
1|id[2, 2243]          0.596  0.603  -0.522    1.745      0.005    0.008  15888.668  5523.920  1.001
1|id[2, 2244]          0.681  0.599  -0.456    1.812      0.005    0.008  16558.552  5853.903  1.001
1|id[2, 2253]         -0.545  0.684  -1.856    0.735      0.006    0.010  14287.614  4960.372  1.001
1|id[2, 2254]         -0.098  0.684  -1.418    1.134      0.005    0.008  15770.335  6364.642  1.000
1|id[2, 2263]         -0.143  0.750  -1.544    1.266      0.006    0.009  17823.862  5407.806  1.000
1|id[2, 2266]         -0.051  0.674  -1.381    1.141      0.005    0.009  17039.622  6014.360  1.001
1|id[2, 2268]          0.250  0.618  -0.895    1.411      0.005    0.008  16884.324  5866.109  1.001
1|id[2, 2270]         -0.216  0.629  -1.300    1.056      0.005    0.008  16342.324  5884.717  1.000
1|id[2, 2271]          0.117  0.587  -1.008    1.183      0.005    0.007  16517.418  5904.425  1.001
1|id[2, 2273]          0.388  0.627  -0.775    1.599      0.005    0.008  18176.531  6082.847  1.000
1|id[2, 2295]         -0.723  0.630  -1.874    0.482      0.005    0.008  17128.155  5685.469  1.000
1|id[2, 2296]          0.019  0.600  -1.069    1.142      0.004    0.008  19294.700  5943.378  1.001
1|id[2, 2297]          0.152  0.570  -0.920    1.225      0.004    0.007  16554.193  5598.864  1.000
1|id[2, 2298]          0.235  0.723  -1.127    1.571      0.006    0.010  16643.120  5773.607  1.002
1|id[2, 2304]          0.615  0.586  -0.466    1.751      0.005    0.008  16204.670  5664.078  1.001
1|id[2, 2305]         -0.705  0.657  -1.875    0.623      0.005    0.009  15486.936  5741.249  1.002
1|id[2, 2306]          0.631  0.608  -0.508    1.785      0.005    0.007  15090.364  5745.122  1.001
1|id[2, 2307]         -0.507  0.678  -1.851    0.693      0.005    0.008  15992.155  6236.957  1.000
1|id[2, 2310]         -0.528  0.680  -1.912    0.690      0.005    0.009  16926.611  5522.230  1.001
1|id[2, 2311]         -0.268  0.626  -1.438    0.935      0.005    0.008  17677.359  5963.859  1.000
1|id[2, 2312]         -0.380  0.708  -1.799    0.857      0.006    0.009  15892.265  5222.246  1.000
1|id[2, 2314]          0.101  0.706  -1.212    1.460      0.005    0.010  17838.247  5259.578  1.001
1|id[2, 2315]         -0.222  0.741  -1.594    1.161      0.006    0.010  18291.524  5267.402  1.000
1|id[2, 2324]          0.300  0.627  -0.836    1.516      0.005    0.008  17016.763  6356.101  1.000
1|id[2, 2327]         -0.736  0.665  -1.970    0.505      0.005    0.008  18269.147  5634.778  1.001
1|id[2, 2329]          0.378  0.660  -0.898    1.552      0.005    0.008  15980.634  6149.691  1.000
1|id[2, 2331]         -0.514  0.692  -1.864    0.745      0.005    0.010  17409.610  5377.122  1.001
1|id[2, 2333]          0.046  0.609  -1.074    1.183      0.005    0.008  15213.463  6342.873  1.000
1|id[2, 2335]         -0.433  0.681  -1.650    0.895      0.005    0.009  16645.440  5826.192  1.003
1|id[2, 2338]          0.281  0.622  -0.826    1.502      0.005    0.008  16691.494  5793.931  1.001
1|id[2, 2343]          0.814  0.593  -0.320    1.905      0.005    0.007  17313.763  6221.386  1.001
1|id[2, 2344]          0.288  0.647  -0.919    1.545      0.005    0.008  16219.072  5834.246  1.001
1|id[2, 2351]         -0.589  0.673  -1.834    0.651      0.005    0.009  15652.220  5816.977  1.000
1|id[2, 2361]          0.215  0.616  -0.893    1.414      0.005    0.008  15526.810  5632.069  1.001
1|id[2, 2363]         -0.538  0.699  -1.948    0.688      0.005    0.010  17486.269  5368.101  1.000
1|id[2, 2365]         -0.123  0.651  -1.348    1.078      0.005    0.008  17403.103  5663.909  1.002
1|id[2, 2370]         -0.105  0.656  -1.279    1.202      0.005    0.009  17788.431  5843.584  1.000
1|id[2, 2374]         -0.166  0.650  -1.411    1.017      0.005    0.009  19136.106  5480.807  1.000
1|id[2, 2376]         -0.708  0.650  -2.004    0.398      0.005    0.008  16790.307  5978.687  1.001
1|id[2, 2385]         -0.497  0.677  -1.829    0.718      0.006    0.009  14738.830  5779.268  1.000
1|id[2, 2389]         -0.361  0.623  -1.499    0.827      0.005    0.009  15844.363  5858.147  1.000
1|id[2, 2390]          0.829  0.621  -0.326    1.986      0.005    0.008  15375.332  5826.248  1.000
1|id[2, 2397]          0.225  0.606  -0.894    1.371      0.005    0.008  17617.670  5824.248  1.000
1|id[2, 2399]          0.348  0.629  -0.862    1.475      0.005    0.009  15437.561  5192.585  1.001
1|id[2, 2400]          0.511  0.607  -0.635    1.677      0.005    0.008  14728.553  5798.537  1.000
1|id[2, 2401]          0.503  0.620  -0.623    1.719      0.005    0.008  15879.250  6111.699  1.000
1|id[2, 2405]          0.999  0.600  -0.099    2.159      0.005    0.007  15123.199  6256.722  1.000
1|id[2, 2406]          0.397  0.748  -1.054    1.786      0.006    0.010  18424.733  5411.862  1.000
1|id[2, 2407]          0.445  0.657  -0.819    1.647      0.005    0.009  15606.822  5227.765  1.001
1|id[2, 2408]         -0.253  0.744  -1.683    1.138      0.006    0.010  17966.137  5373.906  1.002
1|id[2, 2410]          0.021  0.600  -1.092    1.182      0.005    0.008  14353.950  5246.837  1.000
1|id[2, 2419]         -0.443  0.713  -1.749    0.933      0.006    0.010  15789.127  5198.851  1.001
1|id[2, 2420]         -0.174  0.644  -1.337    1.089      0.005    0.008  15653.935  5777.423  1.000
1|id[2, 2421]          0.036  0.614  -1.156    1.147      0.005    0.008  16376.404  6015.369  1.000
1|id[2, 2423]         -0.006  0.672  -1.219    1.300      0.005    0.009  18646.759  5658.407  1.001
1|id[2, 2424]         -0.047  0.603  -1.200    1.060      0.005    0.008  14328.288  5466.935  1.000
1|id[2, 2427]         -0.142  0.746  -1.556    1.256      0.006    0.011  18471.758  5297.873  1.001
1|id[2, 2428]         -0.371  0.634  -1.550    0.819      0.005    0.008  15141.520  5763.007  1.001
1|id[2, 2429]         -0.350  0.635  -1.577    0.806      0.005    0.009  16280.977  5186.292  1.000
1|id[2, 2430]          0.028  0.608  -1.132    1.131      0.005    0.008  15864.922  5556.183  1.000
1|id[2, 2431]          0.601  0.601  -0.547    1.702      0.005    0.007  14380.897  6448.127  1.000
1|id[2, 2437]         -0.200  0.642  -1.413    0.988      0.005    0.008  16374.146  6258.506  1.000
1|id[2, 2439]          0.173  0.602  -1.011    1.254      0.005    0.008  16837.684  5502.553  1.000
1|id[2, 2441]         -0.556  0.677  -1.834    0.720      0.006    0.008  14941.390  5223.856  1.001
1|id[2, 2442]         -0.094  0.653  -1.388    1.079      0.005    0.009  18393.963  5355.882  1.000
1|id[2, 2444]          0.656  0.599  -0.463    1.768      0.005    0.007  14433.236  6077.457  1.000
1|id[2, 2448]          0.253  0.563  -0.798    1.334      0.004    0.006  16897.801  6282.265  1.001
1|id[2, 2450]         -0.047  0.661  -1.290    1.168      0.006    0.009  14196.821  5595.746  1.001
1|id[2, 2451]         -0.110  0.661  -1.279    1.166      0.005    0.008  16596.309  5981.691  1.001
1|id[2, 2453]         -0.242  0.707  -1.589    1.069      0.006    0.009  14886.864  5395.806  1.001
1|id[2, 2455]         -0.760  0.645  -2.047    0.414      0.005    0.008  16788.725  5958.423  1.000
1|id[2, 2456]         -0.753  0.644  -1.965    0.447      0.005    0.008  18171.395  5974.853  1.001
1|id[2, 2457]         -0.258  0.627  -1.386    0.973      0.005    0.008  16375.001  6072.488  1.001
1|id[2, 2458]          0.482  0.605  -0.642    1.605      0.005    0.007  15596.876  6164.772  1.000
1|id[2, 2459]          0.475  0.578  -0.627    1.539      0.004    0.008  17338.064  5504.452  1.001
1|id[2, 2460]         -0.173  0.670  -1.416    1.091      0.005    0.009  15041.759  5510.300  1.001
1|id[2, 2461]          0.005  0.604  -1.116    1.157      0.004    0.007  18323.332  6076.742  1.000
1|id[2, 2462]         -0.301  0.714  -1.668    1.038      0.006    0.010  16699.985  5956.246  1.000
1|id[2, 2464]          0.453  0.660  -0.747    1.716      0.005    0.009  16352.826  5410.521  1.000
1|id[2, 2465]          0.222  0.724  -1.115    1.602      0.006    0.010  17191.905  5213.826  1.001
1|id[2, 2473]         -0.334  0.717  -1.726    0.979      0.005    0.011  17359.834  5039.392  1.001
1|id[2, 2486]         -0.132  0.769  -1.572    1.298      0.006    0.010  16431.929  5504.014  1.001
1|id[2, 2496]          0.984  0.587  -0.100    2.101      0.005    0.008  15257.342  5789.388  1.003
1|id[2, 2497]          0.916  0.593  -0.181    2.011      0.005    0.007  14450.770  6001.828  1.001
1|id[2, 2498]         -0.041  0.608  -1.156    1.106      0.005    0.009  16835.220  5527.303  1.001
1|id[2, 2499]          0.436  0.561  -0.598    1.501      0.004    0.008  17514.219  5914.192  1.001
1|id[2, 2502]          0.404  0.578  -0.678    1.487      0.005    0.007  13954.638  5838.501  1.000
1|id[2, 2504]          0.642  0.619  -0.487    1.839      0.005    0.008  15800.613  5380.609  1.000
1|id[2, 2505]         -0.356  0.719  -1.690    1.009      0.006    0.009  15807.972  5418.375  1.000
1|id[2, 2506]         -0.131  0.568  -1.195    0.937      0.004    0.008  17189.819  5324.464  1.001
1|id[2, 2510]          0.334  0.600  -0.791    1.453      0.005    0.007  14104.040  6290.531  1.001
1|id[2, 2511]          0.077  0.643  -1.150    1.268      0.005    0.008  16431.938  6208.925  1.000
1|id[2, 2513]         -0.345  0.621  -1.524    0.792      0.005    0.008  16587.128  5746.664  1.002
1|id[2, 2514]          0.655  0.595  -0.451    1.779      0.005    0.007  15458.618  6564.740  1.000
1|id[2, 2516]         -0.426  0.688  -1.737    0.824      0.005    0.009  16789.176  5105.765  1.001
1|id[2, 2518]          0.737  0.617  -0.448    1.850      0.005    0.008  15697.081  6282.488  1.000
1|id[2, 2521]          0.563  0.616  -0.648    1.662      0.005    0.008  16548.548  5766.838  1.002
1|id[2, 2524]          0.177  0.620  -0.977    1.344      0.005    0.008  16896.161  5953.360  1.000
1|id[2, 2529]          0.176  0.613  -1.023    1.290      0.005    0.008  18496.080  5943.920  1.000
1|id[2, 2533]          1.091  0.582  -0.017    2.173      0.005    0.008  16543.631  5822.383  1.000
1|id[2, 2534]          0.245  0.620  -0.947    1.391      0.005    0.008  17092.028  5751.524  1.000
1|id[2, 2538]         -0.022  0.603  -1.165    1.112      0.005    0.007  14674.816  5948.027  1.000
1|id[2, 2539]          0.868  0.568  -0.198    1.945      0.005    0.007  14886.184  5792.921  1.000
